index	arabish	class	words	tokens	pos	lem
6041	yehbetli	arabizi	يهبط لي	يهبط+ل+ي	IV3MS-IV+[PREP+PRON_1S]IVSUFF_IO:1S	هبط
6042	dabchy	arabizi	دبشي	دبش+ي	NOUN+POSS_PRON_1S	دبش
6043	m3a	arabizi	مع	مع	PREP	مع
6044	essetta	arabizi	الستّة	ال+ستّة	DET+NOUN_NUM	ستّة
6045	wel	arabizi	و	و	CONJ	و
6046	nos	arabizi	نصّ	نصّ	NOUN_QUANT	نصّ
6047	.	arabizi	.	.	PUNC	punc
6048	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6049	fi	arabizi	في	في	PREP	في
6050	Ena	arabizi	انا	انا	INTERROG_PRON	انا
6051	douman	arabizi	دومان	دومان	NOUN	دومان
6052	ken	arabizi	كان	كان	PV-PVSUFF_SUBJ:3MS	كان
6053	9bal	arabizi	قبل	قبل	ADV	قبل
6054	?	arabizi	؟	؟	PUNC	punc
6055	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6056	awh	arabizi	اوه	اوه	INTERJ	اوه
6057	,	arabizi	,	,	PUNC	punc
6058	behi	arabizi	باهي	باهي	ADV	باهي
6059	,	arabizi	,	,	PUNC	punc
6060	fhimt	arabizi	فهمت	فهمت	PV-PVSUFF_SUBJ:1S	فهم
6061	.	arabizi	.	.	PUNC	punc
6062	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6063	ey	arabizi	اي	اي	INTERJ	اي
6064	.	arabizi	.	.	PUNC	punc
6065	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6066	ghalia	arabizi	غالية	غالية	ADJ-NSUFF_FEM_SG	غالي
6067	barcha	arabizi	برشا	برشا	ADV	برشا
6068	.	arabizi	.	.	PUNC	punc
6069	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6070	enahiya	arabizi	اناهي	انا+هي	INTERROG_PRON+PRON_3FS	انا
6071	lkarhaba	arabizi	الكرهبة	ال+كرهبة	DET+NOUN-NSUFF_FEM_SG	كرهبة
6072	le9tasadiya	arabizi	القتصادية	ال+قتصادية	DET+ADJ-NSUFF_FEM_SG	قتصادي
6073	akther	arabizi	اكثر	اكثر	ADJ_COMP	كثير
6074	?	arabizi	؟	؟	PUNC	punc
6075	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6076	nafra7	arabizi	نفرح	نفرح	IV1S-IV	فرح
6077	barcha	arabizi	برشا	برشا	ADV	برشا
6078	ken	arabizi	كان	كان	PV-PVSUFF_SUBJ:3MS	كان
6079	t9olou	arabizi	تقول له	تقول+ل+ه	IV2S-IV+[PREP+PRON_3MS]IVSUFF_IO:3MS	قال
6080	li	arabizi	اللي	اللي	REL_PRON	اللي
6081	Ena	arabizi	انا	انا	PRON_1S	هو
6082	houni	arabizi	هوني	هوني	ADV	هنا
6083	.	arabizi	.	.	PUNC	punc
6084	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6085	Ya5i	arabizi	ياخي	يا+اخ+ي	VOC_PART+NOUN+POSS_PRON_1S	ياخي
6086	elmasafa	arabizi	المسافة	ال+مسافة	DET+NOUN-NSUFF_FEM_SG	مسافة
6087	6ouila	arabizi	طويلة	طويلة	ADJ-NSUFF_FEM_SG	طويل
6088	?	arabizi	؟	؟	PUNC	punc
6089	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6090	chniya	arabizi	شنية	شنية	INTERROG_ADV	شنوّة
6091	hedha	arabizi	هاذا	هاذا	DEM_PRON_3MS	هاذا
6092	,	arabizi	,	,	PUNC	punc
6093	y3aychek	arabizi	يعيّشك	يعيّش+ك	[IV3MS-IV+PRON_2S]INTERJ	عيّش
6094	?	arabizi	؟	؟	PUNC	punc
6095	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6096	Bech	arabizi	باش	باش	FUT_PART	باش
6097	tba3thou	arabizi	تبعثه	تبعث+ه	IV3FS-IV+IVSUFF_DO:3MS	بعث
6098	men	arabizi	من	من	PREP	من
6099	ghir	arabizi	غير	غير	PREP	غير
6100	aghlat	arabizi	اغلاط	اغلاط	NOUN	غلط
6101	,	arabizi	,	,	PUNC	punc
6102	s7i7	arabizi	صحيح	صحيح	ADJ	صحيح
6103	?	arabizi	؟	؟	PUNC	punc
6104	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6105	en7eb	arabizi	نحبّ	نحبّ	IV1S-IV	حبّ
6106	nekri	arabizi	نكري	نكري	IV1S-IV	كرى
6107	karhba	arabizi	كرهبة	كرهبة	NOUN-NSUFF_FEM_SG	كرهبة
6108	hethi	arabizi	هاذي	هاذي	DEM_ADJ_3FS	هاذا
6109	larb3a	arabizi	الاربعة	ال+اربعة	DET+NOUN_NUM	اربعة
6110	wa3chrin	arabizi	و عشرين	و+عشرين	CONJ+NOUN_NUM	عشرين
6111	se3a	arabizi	ساعة	ساعة	NOUN-NSUFF_FEM_SG	ساعة
6112	.	arabizi	.	.	PUNC	punc
6113	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6114	behi	arabizi	باهي	باهي	ADV	باهي
6115	.	arabizi	.	.	PUNC	punc
6116	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6117	famma	arabizi	فمّة	فمّة	PSEUDO_VERB	فمّة
6118	lymouzin	arabizi	ليموزين	ليموزين	NOUN	ليموزين
6119	?	arabizi	؟	؟	PUNC	punc
6120	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6121	wini	arabizi	ويني	ويني	INTERROG_ADV	وين
6122	ma7tta	arabizi	محطّة	محطّة	NOUN-NSUFF_FEM_SG	محطّة
6123	lkar	arabizi	الكار	ال+كار	DET+NOUN	كار
6124	?	arabizi	؟	؟	PUNC	punc
6125	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6126	sama7ni	arabizi	سماحني	سماح+ني	CV2S-CV+CVSUFF_DO:1S	سماح
6127	,	arabizi	,	,	PUNC	punc
6128	tba3ou	arabizi	تباعوا	تباعوا	IV2P-IV-IVSUFF_SUBJ:P	باع
6129	lkol	arabizi	الكلّ	ال+كلّ	DET+NOUN_QUANT	كلّ
6130	ama	arabizi	اما	اما	CONJ	اما
6131	Bech	arabizi	باش	باش	FUT_PART	باش
6132	enjibou	arabizi	نجيبه	نجيب+ه	IV1S-IV+IVSUFF_DO:3MS	جاب
6133	okhrin	arabizi	اخرين	اخرين	ADJ-NSUFF_MASC_PL	آخر
6134	fel	arabizi	فال	في+ال	PREP+DET	في
6135	eyemet	arabizi	يامات	يامات	NOUN-NSUFF_FEM_PL	يوم
6136	ejjeyya	arabizi	الجاية	ال+جاية	DET+ADJ-NSUFF_FEM_SG	جاي
6137	.	arabizi	.	.	PUNC	punc
6138	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6139	manajmtch	arabizi	ما نجّمتش	ما+نجّمت+ش	NEG_PART+PV-PVSUFF_SUBJ:1S+NEG_PART	نجّم
6140	nefhem	arabizi	نفهم	نفهم	IV1S-IV	فهم
6141	tafsirek	arabizi	تفسيرك	تفسير+ك	NOUN+POSS_PRON_2S	تفسير
6142	.	arabizi	.	.	PUNC	punc
6143	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6144	Fn	arabizi	فين	فين	INTERROG_ADV	فين
6145	a5er	arabizi	آخر	اخر	ADJ	آخر
6146	ma7atta	arabizi	محطّة	محطّة	NOUN-NSUFF_FEM_SG	محطّة
6147	lkar	arabizi	الكار	ال+كار	DET+NOUN	كار
6148	fi	arabizi	في	في	PREP	في
6149	oksford	arabizi	اكسفورد	اكسفورد	NOUN_PROP	اكسفورد
6150	?	arabizi	؟	؟	PUNC	punc
6151	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6152	barcha	arabizi	برشا	برشا	ADV	برشا
6153	tmarine	arabizi	تمارين	تمارين	NOUN	تمارين
6154	ma	arabizi	ما	ما	NEG_PART	ما
6155	yfidoukch	arabizi	يفيدوكش	يفيدوا+ك+ش	IV1P-IV-IVSUFF_SUBJ:P+IVSUFF_DO:2S+NEG_PART	فاد
6156	.	arabizi	.	.	PUNC	punc
6157	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6158	tnajjem	arabizi	تنجّم	تنجّم	IV2S-IV	نجّم
6159	ta3mel	arabizi	تعمل	تعمل	IV2S-IV	عمل
6160	ghlaf	arabizi	غلاف	غلاف	NOUN	غلاف
6161	elhedia	arabizi	للهديّة	ل+ال+هديّة	PREP+DET+NOUN-NSUFF_FEM_SG	هديّة
6162	?	arabizi	؟	؟	PUNC	punc
6163	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6164	estil	arabizi	الستيل	ال+ستيل	DET+NOUN	ستيل
6165	hedha	arabizi	هاذا	هاذا	DEM_PRON_3MS	هاذا
6166	mawjoud	arabizi	موجود	موجود	ADJ	موجود
6167	fi	arabizi	في	في	PREP	في
6168	ethmania	arabizi	الثمانية	ال+ثمانية	DET+NOUN_NUM	ثمانية
6169	wa3chrin	arabizi	وعشرين	و+عشرين	CONJ+NOUN_NUM	عشرين
6170	,	arabizi	,	,	PUNC	punc
6171	lwa7ed	arabizi	الواحد	ال+واحد	DET+NOUN_NUM	واحد
6172	wthalthin	arabizi	وثلاثين	و+ثلاثين	CONJ+NOUN_NUM	ثلاثين
6173	wel5amsa	arabizi	والخمسة	و+ال+خمسة	CONJ+DET+NOUN_NUM	خمسة
6174	wthlathin	arabizi	وتلاثين	و+ثلاثين	CONJ+NOUN_NUM	ثلاثين
6175	sentimbr	arabizi	صنتيمتر	صنتيمتر	NOUN	صنتيمتر
6176	.	arabizi	.	.	PUNC	punc
6177	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6178	enajem	arabizi	نجّم	نجّم	IV1S-IV	نجّم
6179	ne5ou	arabizi	ناخو	ناخو	IV1S-IV	اخذ
6180	9ahwa	arabizi	قهوة	قهوة	NOUN-NSUFF_FEM_SG	قهوة
6181	?	arabizi	؟	؟	PUNC	punc
6182	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6183	tfathl	arabizi	تفضّل	تفضّل	[IV2S-IV]INTERJ	فضّل
6184	zouz	arabizi	زوز	زوز	NOUN_NUM	زوز
6185	doularat	arabizi	دولارات	دولارات	NOUN-NSUFF_FEM_PL	دولار
6186	.	arabizi	.	.	PUNC	punc
6187	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6188	mifte7	arabizi	مفتاح	مفتاح	NOUN	مفتاح
6189	byt	arabizi	بيت	بيت	NOUN	بيت
6190	5amsa	arabizi	خمسة	خمسة	NOUN_NUM	خمسة
6191	sefr	arabizi	صفر	صفر	NOUN_NUM	صفر
6192	thletha	arabizi	تلاثة	ثلاثة	NOUN_NUM	ثلاثة
6193	,	arabizi	,	,	PUNC	punc
6194	y3aychek	arabizi	يعيّشك	يعيّش+ك	[IV3MS-IV+PRON_2S]INTERJ	عيّش
6195	.	arabizi	.	.	PUNC	punc
6196	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6197	wehed	arabizi	واحد	واحد	NOUN_NUM	واحد
6198	chizborgher	arabizi	شيزبرغر	شيزبرغر	NOUN	شيزبرغر
6199	wel	arabizi	و	و	CONJ	و
6200	wehed	arabizi	واحد	واحد	NOUN_NUM	واحد
6201	3asir	arabizi	عصير	عصير	NOUN	عصير
6202	,	arabizi	,	,	PUNC	punc
6203	y3aychek	arabizi	يعيّشك	يعيّش+ك	[IV3MS-IV+PRON_2S]INTERJ	عيّش
6204	.	arabizi	.	.	PUNC	punc
6205	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6206	7rabech	arabizi	حرابش	حرابش	NOUN	حربوشة
6207	tahdhim	arabizi	تهضيم	تهضيم	NOUN	تهضيم
6208	wel	arabizi	و	و	CONJ	و
6209	7rabech	arabizi	حرابش	حرابش	NOUN	حربوشة
6210	m3ada	arabizi	معدة	معدة	NOUN-NSUFF_FEM_SG	معدة
6211	yfar9ou	arabizi	يفرقوا	يفرقوا	IV3P-IV-IVSUFF_SUBJ:P	فرق
6212	,	arabizi	,	,	PUNC	punc
6213	s7i7	arabizi	صحيح	صحيح	ADJ	صحيح
6214	?	arabizi	؟	؟	PUNC	punc
6215	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6216	sakkert	arabizi	سكّرت	سكّرت	PV-PVSUFF_SUBJ:1S	سكّر
6217	3la	arabizi	على	على	PREP	على
6218	rou7i	arabizi	روحي	روح+ي	NOUN+POSS_PRON_1S	روح
6219	elbarra	arabizi	البرّا	ال+برّا	PREP+NOUN	برّا
6220	.	arabizi	.	.	PUNC	punc
6221	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6222	la	arabizi	لا	لا	[NEG_PART]INTERJ	لا
6223	.	arabizi	.	.	PUNC	punc
6224	T7eb	arabizi	تحبّ	تحبّ	IV2S-IV	حبّ
6225	ta3lenou	arabizi	تعلنه	تعلن+ه	IV2S-IV+IVSUFF_DO:3MS	علن
6226	?	arabizi	؟	؟	PUNC	punc
6227	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6228	en7eb	arabizi	نحبّ	نحبّ	IV1S-IV	حبّ
6229	naa3mll	arabizi	نعمل	نعمل	IV1S-IV	عمل
6230	tilifouen	arabizi	تليفون	تليفون	NOUN	تليفون
6231	lel	arabizi	لل	ل+ال	PREP+DET	ل
6232	yaben	arabizi	يابان	يابان	NOUN_PROP	باب
6233	.	arabizi	.	.	PUNC	punc
6234	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6235	sama7ni	arabizi	سماحني	سماح+ني	CV2S-CV+CVSUFF_DO:1S	سماح
6236	,	arabizi	,	,	PUNC	punc
6237	rani	arabizi	راني	را+ني	FOCUS_PART+PRON_1S	هو
6238	dha3t	arabizi	ضعت	ضعت	PV-PVSUFF_SUBJ:1S	ضاع
6239	.	arabizi	.	.	PUNC	punc
6240	t3awenni	arabizi	تعاونني	تعاون+ني	IV2S-IV+IVSUFF_DO:1S	عاون
6241	aychek	arabizi	عيّشك	يعيّش+ك	[IV3MS-IV+PRON_2S]INTERJ	عيّش
6242	?	arabizi	؟	؟	PUNC	punc
6243	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6244	behi	arabizi	باهي	باهي	ADV	باهي
6245	.	arabizi	.	.	PUNC	punc
6246	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6247	en7eb	arabizi	نحبّ	نحبّ	IV1S-IV	حبّ
6248	nekri	arabizi	نكري	نكري	IV1S-IV	كرى
6249	karhba	arabizi	كرهبة	كرهبة	NOUN-NSUFF_FEM_SG	كرهبة
6250	outoumatik	arabizi	اوتوماتيك	اوتوماتيك	ADJ	اوتوماتيك
6251	3la	arabizi	على	على	PREP	على
6252	nharin	arabizi	نهارين	نهارين	NOUN-NSUFF_MASC_DU	نهار
6253	.	arabizi	.	.	PUNC	punc
6254	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6255	akid	arabizi	اكيد	اكيد	NOUN	اكيد
6256	,	arabizi	,	,	PUNC	punc
6257	5outh	arabizi	خوذ	خوذ	CV2S-CV	خوذ
6258	wa9tek	arabizi	وقتك	وقت+ك	NOUN+POSS_PRON_2S	وقت
6259	.	arabizi	.	.	PUNC	punc
6260	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6261	he	arabizi	ه	ه	ABBREV	ه
6262	,	arabizi	,	,	PUNC	punc
6263	nfadlik	arabizi	نفدلك	نفدلك	IV1S-IV	فدلك
6264	m3ak	arabizi	معك	مع+ك	PREP+PRON_2S	هو
6265	.	arabizi	.	.	PUNC	punc
6266	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6267	tnajjem	arabizi	تنجّم	تنجّم	IV2S-IV	نجّم
6268	t9oli	arabizi	تقول لي	تقل+ل+ي	IV2S-IV+[PREP+PRON_1S]IVSUFF_IO:1S	قال
6269	win	arabizi	وين	وين	INTERROG_PRON	وين
6270	nal9a	arabizi	نلقى	نلقى	IV1S-IV	لقى
6271	9onselia	arabizi	قنصلية	قنصلية	NOUN-NSUFF_FEM_SG	قنصلية
6272	lyeben	arabizi	اليابان	ال+يابان	DET+NOUN_PROP	يابان
6273	?	arabizi	؟	؟	PUNC	punc
6274	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6275	enta	arabizi	انت	انت	PRON_2S	هو
6276	lo5rani	arabizi	الاخراني	ال+اخراني	DET+NOUN	اخراني
6277	fel	arabizi	فال	في+ال	PREP+DET	في
6278	blasa	arabizi	بلاصة	بلاصة	NOUN-NSUFF_FEM_SG	بلاصة
6279	hethi	arabizi	هاذي	هاذي	DEM_ADJ_3FS	هاذا
6280	?	arabizi	؟	؟	PUNC	punc
6281	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6282	hedhom	arabizi	هاذوم	هاذم	DEM_PRON_3P	هاذا
6283	mkounat	arabizi	مكوّنات	مكوّنات	NOUN-NSUFF_FEM_PL	مكوّنة
6284	tebi3ya	arabizi	طبيعية	طبيعية	ADJ-NSUFF_FEM_SG	طبيعية
6285	?	arabizi	؟	؟	PUNC	punc
6286	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6287	ah	arabizi	اه	اه	INTERJ	اه
6288	,	arabizi	,	,	PUNC	punc
6289	3zizi	arabizi	عزيزي	عزيز+ي	ADJ+POSS_PRON_1S	عزيز
6290	.	arabizi	.	.	PUNC	punc
6291	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6292	stouch	arabizi	صطوش	صطوش	NOUN	صطوش
6293	oura9i	arabizi	اوراقي	اوراق+ي	NOUN+POSS_PRON_1S	ورقة
6294	,	arabizi	,	,	PUNC	punc
6295	basbouri	arabizi	باسبوري	باسبور+ي	NOUN+POSS_PRON_1S	باسبور
6296	wa7ajat	arabizi	وحاجات	و+حاجات	CONJ+NOUN-NSUFF_FEM_PL	حاجة
6297	o5ra	arabizi	اخرى	اخرى	ADJ	آخر
6298	5asatan	arabizi	خاصّة	خاصّة	ADJ-NSUFF_FEM_SG	خاصّ
6299	.	arabizi	.	.	PUNC	punc
6300	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6301	ma	arabizi	ما	ما	EXCLAM_PRON	ما
6302	a7lek	arabizi	احلاك	احلا+ك	PV-PVSUFF_SUBJ:3MS+PRON_2S	حلو
6303	.	arabizi	.	.	PUNC	punc
6304	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6305	3araba	arabizi	عربة	عربة	NOUN-NSUFF_FEM_SG	عربة
6306	walla	arabizi	ولّا	ولّا	CONJ	ولّا
6307	jrara	arabizi	جرارة	جرارة	NOUN-NSUFF_FEM_SG	جرارة
6308	Num	arabizi	نوم	نوم	NOUN	نوم
6309	?	arabizi	؟	؟	PUNC	punc
6310	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6311	rajel	arabizi	راجل	راجل	NOUN	راجل
6312	HEDHEKA	arabizi	هذاكا	هذاكا	DEM_PRON_3MS	هاذا
6313	serekli	arabizi	سرق لي	سرق+ل+ي	PV-PVSUFF_SUBJ:3MS+[PREP+PRON_1S]PVSUFF_IO:1S	سرق
6314	kartebti	arabizi	كرتابتي	كرتابة+ي	NOUN-NSUFF_FEM_SG+POSS_PRON_1S	كرتابة
6315	.	arabizi	.	.	PUNC	punc
6316	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6317	ey	arabizi	اي	اي	INTERJ	اي
6318	,	arabizi	,	,	PUNC	punc
6319	tsouartch	arabizi	تصوّرتش	تصوّرت+ش	PV-PVSUFF_SUBJ:1S+NEG_PART	تصوّر
6320	nestana	arabizi	نستنّى	نستنّى	IV1S-IV	ستنّى
6321	.	arabizi	.	.	PUNC	punc
6322	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6323	thletha	arabizi	تلاثة	ثلاثة	NOUN_NUM	ثلاثة
6324	miya	arabizi	ميا	مية	NOUN_NUM	مية
6325	wa5msin	arabizi	وخمسين	و+خمسين	CONJ+NOUN_NUM	خمسين
6326	doular	arabizi	دولار	دولار	NOUN	دولار
6327	?	arabizi	؟	؟	PUNC	punc
6328	hedha	arabizi	هاذا	هاذا	DEM_PRON_3MS	هاذا
6329	akther	arabizi	اكثر	اكثر	ADJ_COMP	كثير
6330	men	arabizi	من	من	PREP	من
6331	emkaniyeti	arabizi	امكانياتي	امكانيات+ي	NOUN-NSUFF_FEM_PL+POSS_PRON_1S	امكانية
6332	.	arabizi	.	.	PUNC	punc
6333	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6334	y3aychek	arabizi	يعيّشك	يعيّش+ك	[IV3MS-IV+PRON_2S]INTERJ	عيّش
6335	a3tini	arabizi	اعطيني	اعطي+ني	CV2S-CV+CVSUFF_DO:1S	عطى
6336	elwahda	arabizi	الوحدة	ال+وحدة	DET+NOUN_NUM-NSUFF_FEM_SG	واحد
6337	haki	arabizi	هاكي	هاكي	DEM_ADJ_3FS	هاذا
6338	.	arabizi	.	.	PUNC	punc
6339	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6340	3andi	arabizi	عندي	عند+ي	PREP+PRON_1S	عند
6341	7moureya	arabizi	حمورية	حمورية	NOUN	حمورية
6342	fi	arabizi	في	في	PREP	في
6343	yeddi	arabizi	يدّي	يدّ+ي	NOUN+POSS_PRON_1S	يدّ
6344	.	arabizi	.	.	PUNC	punc
6345	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6346	yabdaw	arabizi	يبداوا	يبداوا	IV3P-IV-IVSUFF_SUBJ:P	بدا
6347	thleta	arabizi	ثلاتة	ثلاتة	NOUN	ثلاتة
6348	wel	arabizi	و	و	CONJ	و
6349	3achrine	arabizi	عشرين	عشرين	NOUN_NUM	عشرين
6350	jouilia	arabizi	جويلية	جويلية	NOUN_PROP-NSUFF_FEM_SG	جويلية
6351	.	arabizi	.	.	PUNC	punc
6352	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6353	may9alle9nich	arabizi	ما يقلّقنيش	ما+يقلّق+ني+ش	NEG_PART+IV3MS-IV+IVSUFF_DO:1S+NEG_PART	قلّق
6354	.	arabizi	.	.	PUNC	punc
6355	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6356	barcha	arabizi	برشا	برشا	ADV	برشا
6357	3aylet	arabizi	عايلات	عايلات	NOUN	عايلة
6358	3andou	arabizi	عنده	عند+ه	NOUN+POSS_PRON_3MS	عند
6359	zouz	arabizi	زوز	زوز	NOUN_NUM	زوز
6360	chary	arabizi	شهاري	شهاري	NOUN	شهار
6361	.	arabizi	.	.	PUNC	punc
6362	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6363	ta3rafchi	arabizi	تعرفشي	تعرف+شي	IV2S-IV+INTERROG_PART	عرف
6364	Tbib	arabizi	طبيب	طبيب	NOUN	طبيب
6365	snin	arabizi	سنين	سنين	NOUN-NSUFF_MASC_PL	سنة
6366	behi	arabizi	باهي	باهي	ADJ	باهي
6367	?	arabizi	؟	؟	PUNC	punc
6368	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6369	eyh	arabizi	ايه	ايه	INTERJ	ايه
6370	,	arabizi	,	,	PUNC	punc
6371	y3aychek	arabizi	يعيّشك	يعيّش+ك	[IV3MS-IV+PRON_2S]INTERJ	عيّش
6372	3mor	arabizi	عمر	عمر	NOUN	عمر
6373	lmatbou3a	arabizi	المطبوعة	ال+مطبوعة	DET+NOUN-NSUFF_FEM_SG	مطبوعة
6374	hethi	arabizi	هاذي	هاذي	DEM_ADJ_3FS	هاذا
6375	.	arabizi	.	.	PUNC	punc
6376	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6377	en7eb	arabizi	نحبّ	نحبّ	IV1S-IV	حبّ
6378	annou	arabizi	انّه	انّ+ه	SUB_CONJ+PRON_3MS	هو
6379	etzid	arabizi	تزيد	تزيد	IV2S-IV	زاد
6380	tna9esli	arabizi	تنقص لي	تنقص+ل+ي	IV2S-IV+[PREP+PRON_1S]IVSUFF_IO:1S	نقص
6381	fih	arabizi	فيه	في+ه	PREP+PRON_3MS	هو
6382	inch	arabizi	اينش	اينش	NOUN_QUANT	اينش
6383	men	arabizi	من	من	PREP	من
6384	houni	arabizi	هوني	هوني	ADV	هنا
6385	.	arabizi	.	.	PUNC	punc
6386	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6387	essel3a	arabizi	السلعة	ال+سلعة	DET+NOUN-NSUFF_FEM_SG	سلعة
6388	mta3na	arabizi	متاعنا	متاع+نا	PART+POSS_PRON_1P	متاع
6389	ila	arabizi	الى	اللي	REL_PRON	اللي
6390	teba3t	arabizi	تباعت	تباعت	PV_PASS-PVSUFF_SUBJ:3FS	باع
6391	akther	arabizi	اكثر	اكثر	ADJ_COMP	كثير
6392	fi	arabizi	في	في	PREP	في
6393	larb3a	arabizi	الاربعة	ال+اربعة	DET+NOUN_NUM	اربعة
6394	snin	arabizi	سنين	سنين	NOUN-NSUFF_MASC_PL	سنة
6395	le5ira	arabizi	الاخيرة	ال+اخيرة	DET+ADJ-NSUFF_FEM_SG	آخر
6396	heyya	arabizi	هي	هي	PRON_3FS	هو
6397	makina	arabizi	ماكينة	ماكينة	NOUN-NSUFF_FEM_SG	ماكينة
6398	ettasouir	arabizi	التصوير	ال+تصوير	DET+NOUN	تصوير
6399	eyh	arabizi	ايه	ايه	ABBREV	ايه
6400	aks	arabizi	اكس	اكس	ABBREV	اكس
6401	arba3	arabizi	اربعة	اربعة	NOUN_NUM	اربعة
6402	miya	arabizi	ميا	مية	NOUN_NUM	مية
6403	w5amsin	arabizi	وخمسين	و+خمسين	CONJ+NOUN_NUM	خمسين
6404	.	arabizi	.	.	PUNC	punc
6405	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6406	9addech	arabizi	قدّاش	قدّاش	INTERROG_ADV	قدّاش
6407	essoum	arabizi	السوم	ال+سوم	DET+NOUN	سوم
6408	?	arabizi	؟	؟	PUNC	punc
6409	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6410	tawa	arabizi	توّا	توّا	ADV	توّا
6411	tchoufou	arabizi	تشوفه	تشوف+ه	IV2S-IV+IVSUFF_DO:3MS	شاف
6412	3la	arabizi	على	على	PREP	على
6413	yminek	arabizi	يمينك	يمين+ك	NOUN+POSS_PRON_2S	يمين
6414	.	arabizi	.	.	PUNC	punc
6415	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6416	ah	arabizi	آه	اه	INTERJ	اه
6417	ey	arabizi	اي	اي	INTERJ	اي
6418	,	arabizi	,	,	PUNC	punc
6419	y3aychek	arabizi	يعيّشك	يعيّش+ك	[IV3MS-IV+PRON_2S]INTERJ	عيّش
6420	.	arabizi	.	.	PUNC	punc
6421	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6422	men	arabizi	من	من	[PREP]INTERJ	من
6423	fadhlek	arabizi	فضلك	فضل+ك	[NOUN+POSS_PRON_2S]INTERJ	فضل
6424	3amel	arabizi	اعمل	اعمل	IV1S-IV	عمل
6425	ett7adhirat	arabizi	التحضيرات	ال+تحضيرات	DET+NOUN-NSUFF_FEM_PL	تحضيرة
6426	lazma	arabizi	اللازمة	ال+لازمة	DET+ADJ-NSUFF_FEM_SG	لازمة
6427	belmasbe9	arabizi	بالمسبق	ب+ال+مسبق	[PREP+DET+NOUN]ADV	مسبق
6428	?	arabizi	؟	؟	PUNC	punc
6429	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6430	y3aychek	arabizi	يعيّشك	يعيّش+ك	[IV3MS-IV+PRON_2S]INTERJ	عيّش
6431	.	arabizi	.	.	PUNC	punc
6432	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
6433	en7eb	arabizi	نحبّ	نحبّ	IV1S-IV	حبّ
